LSOA code (2011),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Children and Young People Sub-domain Score
E01017384,38.368,0.036,0.188,17.912,0.161,1.099
E01017385,24.001,-0.153,0.216,25.925,0.179,0.592
E01017386,20.861,-0.011,-0.534,15.424,0.120,0.534
E01017387,20.505,-0.829,-0.709,4.780,0.073,0.396
E01017388,33.993,0.042,-0.170,13.940,0.171,0.781
E01017389,8.686,-1.305,-0.756,2.869,0.088,-0.490
E01017390,33.333,-0.363,-0.493,11.082,0.116,0.774
E01017391,21.282,-0.623,-0.677,7.067,0.115,0.207
E01017392,6.647,-1.811,-0.104,5.665,0.017,-0.384
E01017393,4.684,-0.793,-0.600,10.670,0.063,-0.684
E01017394,15.414,-0.840,-1.315,5.751,0.067,0.177
E01017397,16.944,-0.789,-0.814,7.855,0.055,0.309
E01017398,6.431,-1.779,-0.783,9.163,0.045,-0.514
E01017399,9.789,-1.313,-0.743,8.449,0.053,-0.211
E01017400,56.127,0.749,-0.368,5.138,0.263,1.383
E01017401,8.952,-0.830,-0.313,8.335,0.035,-0.199
E01017402,15.014,-1.079,-0.626,11.816,0.036,0.174
E01017403,15.819,-1.068,-0.677,14.965,0.073,0.073
E01017404,3.617,-1.234,-1.093,6.063,0.026,-1.019
E01017405,12.991,-1.148,-0.213,11.984,0.044,-0.158
E01017406,8.507,-1.120,-0.548,21.071,0.035,-0.312
E01017407,8.709,-0.730,-0.443,12.239,0.072,-0.274
E01017408,3.311,-1.091,-0.008,11.183,0.018,-0.791
E01017409,8.902,-0.650,-0.402,11.076,0.062,-0.185
E01017410,8.978,-1.120,-0.155,28.459,0.082,-0.229
E01017411,13.772,-0.697,-0.184,40.107,0.079,0.184
